"Time","C. acc99_A6","C. acc99_B6","C. acc99_C6","C. acc99_D6","C. acc99_E6","C. acc99_F6","C. acc99_G6","C. acc99_H6","C. acc157_A7","C. acc157_B7","C. acc157_C7","C. acc157_D7","C. acc157_E7","C. acc157_F7","C. acc157_G7","C. acc157_H7","C. acc184_A8","C. acc184_B8","C. acc184_C8","C. acc184_D8","C. acc184_E8","C. acc184_F8","C. acc184_G8","C. acc184_H8","C. prop16_A3","C. prop16_B3","C. prop16_C3","C. prop16_D3","C. prop16_E3","C. prop16_F3","C. prop16_G3","C. prop16_H3","C. prop70_A4","C. prop70_B4","C. prop70_C4","C. prop70_D4","C. prop70_E4","C. prop70_F4","C. prop70_G4","C. prop70_H4","C. prop265_A5","C. prop265_B5","C. prop265_C5","C. prop265_D5","C. prop265_E5","C. prop265_F5","C. prop265_G5","C. prop265_H5","C. pseDSM_A9","C. pseDSM_B9","C. pseDSM_C9","C. pseDSM_D9","C. pseDSM_E9","C. pseDSM_F9","C. pseDSM_G9","C. pseDSM_H9","C. pse242_A10","C. pse242_B10","C. pse242_C10","C. pse242_D10","C. pse242_E10","C. pse242_F10","C. pse242_G10","C. pse242_H10","C.pse244_A11","C.pse244_B11","C.pse244_C11","C.pse244_D11","C.pse244_E11","C.pse244_F11","C.pse244_G11","C.pse244_H11","C. tub102_A1","C. tub102_B1","C. tub102_C1","C. tub102_D1","C. tub102_E1","C. tub102_F1","C. tub102_G1","C. tub102_H1","C. tub223_A2","C. tub223_B2","C. tub223_C2","C. tub223_D2","C. tub223_E2","C. tub223_F2","C. tub223_G2","C. tub223_H2","C. tubDSM_A5","C. tubDSM_B5","C. tubDSM_C5","C. tubDSM_D5","C. tubDSM_E5","C. tubDSM_F5","C. tubDSM_G5","C. tubDSM_H5","D. pig21_A9","D. pig21_B9","D. pig21_C9","D. pig21_D9","D. pig21_E9","D. pig21_F9","D. pig21_G9","D. pig21_H9","D. pig61_A10","D. pig61_B10","D. pig61_C10","D. pig61_D10","D. pig61_E10","D. pig61_F10","D. pig61_G10","D. pig61_H10","D. pig245_A11","D. pig245_B11","D. pig245_C11","D. pig245_D11","D. pig245_E11","D. pig245_F11","D. pig245_G11","D. pig245_H11","S. epi28_A6","S. epi28_B6","S. epi28_C6","S. epi28_D6","S. epi28_E6","S. epi28_F6","S. epi28_G6","S. epi28_H6","S. epi231_A7","S. epi231_B7","S. epi231_C7","S. epi231_D7","S. epi231_E7","S. epi231_F7","S. epi231_G7","S. epi231_H7","S. epi251_A8","S. epi251_B8","S. epi251_C8","S. epi251_D8","S. epi251_E8","S. epi251_F8","S. epi251_G8","S. epi251_H8","S. lug81_A2","S. lug81_B2","S. lug81_C2","S. lug81_D2","S. lug81_E2","S. lug81_F2","S. lug81_G2","S. lug81_H2","S. lug115_A3","S. lug115_B3","S. lug115_C3","S. lug115_D3","S. lug115_E3","S. lug115_F3","S. lug115_G3","S. lug115_H3","S. lug239_A4","S. lug239_B4","S. lug239_C4","S. lug239_D4","S. lug239_E4","S. lug239_F4","S. lug239_G4","S. lug239_H4"
0.152777777777778,0.01941625,0.01624625,0.01624625,0.02258625,0.01307625,0.01624625,0.01307625,0.01307625,0.03526625,0.03209625,0.02575625,0.01941625,0.01624625,0.00990624999999997,0.00673624999999996,0.00356624999999996,0.01624625,0.01624625,0.01941625,0.01624625,0.01941625,0.01624625,0.01307625,0.00673624999999996,0.03209625,0.04160625,0.03526625,0.03843625,0.02892625,0.02892625,0.03843625,0.03209625,0.02258625,0.02892625,0.02258625,0.02258625,0.02892625,0.02575625,0.03209625,0.01624625,0.01941625,0.02258625,0.02258625,0.01941625,0.01624625,0.01941625,0.01941625,0.01624625,0.01941625,0.02258625,0.01624625,0.02258625,0.02258625,0.01941625,0.03209625,0.01941625,0.01941625,0.01624625,0.01941625,0.01624625,0.02258625,0.01624625,0.04160625,0.01941625,0.02575625,0.02892625,0.01941625,0.01624625,0.02258625,0.01941625,0.01624625,0.01941625,0.02575625,0.02892625,0.02575625,0.02575625,0.03209625,0.02258625,0.02892625,0.02258625,0.02258625,0.01941625,0.02258625,0.01941625,0.02575625,0.01941625,0.02258625,0.02258625,0.01307625,0.01307625,0.01307625,0.00990624999999997,0.00673624999999996,0.01307625,0.00673624999999996,0.00990624999999997,0.01624625,0.01941625,0.01624625,0.01941625,0.01941625,0.01941625,0.01624625,0.01624625,0.01624625,0.01624625,0.01307625,0.01624625,0.02258625,0.01624625,0.02892625,0.01941625,0.03209625,0.03209625,0.03209625,0.03209625,0.03209625,0.03526625,0.03526625,0.03526625,0.02575625,0.02892625,0.02575625,0.02575625,0.02575625,0.02892625,0.02575625,0.02575625,0.02892625,0.03209625,0.03209625,0.02892625,0.02892625,0.03209625,0.03209625,0.03526625,0.02575625,0.02892625,0.02575625,0.03526625,0.02892625,0.02575625,0.02575625,0.02575625,0.03209625,0.02575625,0.02575625,0.02892625,0.03209625,0.02892625,0.02892625,0.02892625,0.02575625,0.02575625,0.03843625,0.02575625,0.02258625,0.02258625,0.02892625,0.02258625,0.03209625,0.03526625,0.03209625,0.03526625,0.03526625,0.03526625,0.03526625,0.03526625
0.319444444444444,0.01941625,0.01624625,0.01624625,0.03209625,0.01307625,0.01941625,0.01307625,0.01307625,0.03209625,0.03209625,0.02575625,0.01624625,0.01307625,0.00673624999999996,0.00673624999999996,0.00356624999999996,0.01624625,0.01624625,0.01941625,0.01941625,0.01624625,0.01307625,0.01307625,0.00673624999999996,0.03209625,0.03843625,0.03526625,0.03843625,0.03209625,0.02892625,0.03843625,0.03843625,0.02575625,0.02892625,0.02258625,0.02892625,0.02892625,0.02892625,0.03526625,0.02575625,0.01941625,0.02258625,0.01941625,0.02258625,0.01941625,0.01624625,0.01941625,0.01624625,0.01941625,0.01941625,0.01624625,0.01941625,0.02258625,0.01941625,0.03526625,0.01624625,0.02258625,0.01624625,0.01624625,0.01624625,0.02258625,0.01941625,0.04160625,0.02258625,0.02575625,0.02575625,0.01941625,0.01624625,0.01941625,0.01941625,0.01624625,0.01941625,0.02892625,0.03209625,0.02575625,0.02892625,0.03209625,0.02575625,0.02892625,0.02892625,0.02258625,0.02258625,0.02575625,0.01941625,0.02575625,0.01941625,0.02258625,0.02258625,0.01307625,0.01307625,0.01307625,0.00990624999999997,0.00673624999999996,0.01307625,0.00673624999999996,0.00990624999999997,0.01624625,0.01941625,0.01624625,0.01941625,0.01941625,0.01941625,0.01624625,0.01624625,0.01624625,0.01624625,0.01307625,0.01624625,0.02258625,0.01624625,0.02892625,0.01941625,0.03526625,0.03209625,0.03209625,0.03209625,0.03526625,0.03526625,0.03526625,0.03526625,0.02575625,0.02892625,0.02892625,0.02892625,0.02575625,0.02892625,0.02575625,0.02258625,0.03209625,0.03209625,0.03209625,0.02892625,0.02892625,0.03209625,0.03209625,0.03526625,0.02575625,0.02575625,0.02575625,0.03526625,0.02892625,0.02575625,0.02575625,0.02575625,0.03526625,0.03209625,0.03209625,0.03209625,0.03526625,0.03209625,0.03209625,0.03526625,0.02892625,0.02892625,0.04477625,0.02575625,0.02575625,0.02575625,0.02892625,0.02575625,0.03526625,0.03526625,0.03209625,0.03843625,0.03843625,0.03843625,0.03843625,0.03526625
0.486111111111111,0.02020875,0.02337875,0.02020875,0.02971875,0.01386875,0.02020875,0.01386875,0.01386875,0.03922875,0.03605875,0.02971875,0.02020875,0.01703875,0.00752874999999997,0.00435874999999996,0.00752874999999997,0.01703875,0.02020875,0.02020875,0.01703875,0.01703875,0.01386875,0.01703875,0.00752874999999997,0.03209625,0.04160625,0.03526625,0.03843625,0.03209625,0.02892625,0.03843625,0.03526625,0.02575625,0.02892625,0.02575625,0.02258625,0.03209625,0.02892625,0.03526625,0.01941625,0.01941625,0.02258625,0.01941625,0.02258625,0.01941625,0.01941625,0.02258625,0.01941625,0.02020875,0.02020875,0.01703875,0.01703875,0.02337875,0.02337875,0.03288875,0.01703875,0.02020875,0.01386875,0.01703875,0.01703875,0.02337875,0.02020875,0.04239875,0.02337875,0.02971875,0.02971875,0.02020875,0.01703875,0.02337875,0.02020875,0.01703875,0.02020875,0.02892625,0.03209625,0.02575625,0.02892625,0.03209625,0.02258625,0.03209625,0.03526625,0.02258625,0.02258625,0.02575625,0.02258625,0.02575625,0.02258625,0.02258625,0.02258625,0.01386875,0.01386875,0.01386875,0.01069875,0.00752874999999997,0.01386875,0.00752874999999997,0.01069875,0.01624625,0.01941625,0.01624625,0.01941625,0.01941625,0.01941625,0.01624625,0.01624625,0.01624625,0.01941625,0.01307625,0.01624625,0.02258625,0.01624625,0.02892625,0.01941625,0.03209625,0.03526625,0.03209625,0.03209625,0.03209625,0.03526625,0.03526625,0.03526625,0.02892625,0.02892625,0.02892625,0.02575625,0.02575625,0.02892625,0.02575625,0.02575625,0.03209625,0.03209625,0.03209625,0.02892625,0.03209625,0.03209625,0.03526625,0.03526625,0.02575625,0.02892625,0.02575625,0.03526625,0.02892625,0.02575625,0.02575625,0.02575625,0.04239875,0.03605875,0.03605875,0.03605875,0.03922875,0.03605875,0.03605875,0.03922875,0.02971875,0.03288875,0.05190875,0.02971875,0.02971875,0.02971875,0.03288875,0.02971875,0.03922875,0.03922875,0.03605875,0.04239875,0.04239875,0.04239875,0.04239875,0.03922875
0.652777777777778,0.02337875,0.02337875,0.02020875,0.03288875,0.01703875,0.02020875,0.01386875,0.01703875,0.03922875,0.03605875,0.02971875,0.02020875,0.01703875,0.01069875,0.00435874999999996,0.00435874999999996,0.01703875,0.02020875,0.01703875,0.01703875,0.02020875,0.01703875,0.01386875,0.00752874999999997,0.03526625,0.03209625,0.03843625,0.03843625,0.03209625,0.03209625,0.04160625,0.03526625,0.02892625,0.03209625,0.02575625,0.02258625,0.03209625,0.02892625,0.03843625,0.02258625,0.01941625,0.02258625,0.01941625,0.02258625,0.01941625,0.01941625,0.02258625,0.01941625,0.02020875,0.02020875,0.01386875,0.01703875,0.02337875,0.02020875,0.03288875,0.01386875,0.02337875,0.01703875,0.01386875,0.02020875,0.02337875,0.01703875,0.04556875,0.02020875,0.02971875,0.02971875,0.02020875,0.01703875,0.02337875,0.02020875,0.01703875,0.02020875,0.02892625,0.03526625,0.02892625,0.03209625,0.03526625,0.02575625,0.02892625,0.03843625,0.01941625,0.02258625,0.02575625,0.02258625,0.02575625,0.02258625,0.02258625,0.02575625,0.01386875,0.01386875,0.01386875,0.01386875,0.00752874999999997,0.01386875,0.00752874999999997,0.01069875,0.01624625,0.01941625,0.01624625,0.01941625,0.01941625,0.01941625,0.01624625,0.01624625,0.01624625,0.01941625,0.01307625,0.01624625,0.02258625,0.01624625,0.02892625,0.01941625,0.03526625,0.03526625,0.03209625,0.03209625,0.03526625,0.03526625,0.03526625,0.03843625,0.02892625,0.02892625,0.02892625,0.02575625,0.02575625,0.03209625,0.02575625,0.02575625,0.03209625,0.03526625,0.03526625,0.03209625,0.03209625,0.03526625,0.03526625,0.03526625,0.02892625,0.02892625,0.02892625,0.03526625,0.02892625,0.02575625,0.02575625,0.02892625,0.04873875,0.03922875,0.04239875,0.03922875,0.04239875,0.03922875,0.04239875,0.04556875,0.03605875,0.03605875,0.05824875,0.02971875,0.03288875,0.03288875,0.03605875,0.03605875,0.04239875,0.04239875,0.03605875,0.04556875,0.04556875,0.04556875,0.04556875,0.04556875
0.819444444444444,0.02337875,0.02654875,0.02337875,0.03288875,0.01703875,0.02337875,0.01703875,0.01703875,0.04239875,0.03288875,0.03288875,0.02020875,0.01703875,0.00752874999999997,0.00435874999999996,0.00752874999999997,0.01703875,0.01703875,0.02020875,0.02020875,0.02020875,0.01703875,0.01703875,0.01069875,0.0324925,0.0388325,0.0356625,0.0420025,0.0324925,0.0324925,0.0420025,0.0420025,0.0261525,0.0293225,0.0261525,0.0229825,0.0324925,0.0293225,0.0388325,0.0261525,0.0198125,0.0166425,0.0166425,0.0229825,0.0198125,0.0198125,0.0229825,0.0198125,0.02020875,0.02020875,0.01703875,0.02020875,0.02337875,0.02654875,0.03288875,0.01703875,0.02337875,0.01703875,0.01386875,0.02020875,0.02337875,0.02337875,0.04556875,0.02337875,0.02971875,0.02971875,0.02337875,0.02020875,0.02337875,0.02020875,0.02020875,0.02337875,0.0293225,0.0324925,0.0261525,0.0324925,0.0356625,0.0261525,0.0324925,0.0388325,0.0198125,0.0229825,0.0261525,0.0229825,0.0261525,0.0198125,0.0261525,0.0261525,0.01386875,0.01386875,0.01703875,0.01386875,0.00752874999999997,0.01703875,0.01069875,0.01386875,0.0166425,0.0198125,0.0166425,0.0229825,0.0198125,0.0198125,0.0166425,0.0166425,0.0166425,0.0166425,0.0134725,0.0166425,0.0229825,0.0166425,0.0293225,0.0198125,0.0356625,0.0324925,0.0324925,0.0324925,0.0356625,0.0356625,0.0356625,0.0388325,0.0293225,0.0293225,0.0293225,0.0293225,0.0293225,0.0324925,0.0293225,0.0261525,0.0356625,0.0356625,0.0356625,0.0324925,0.0324925,0.0356625,0.0356625,0.0356625,0.0293225,0.0293225,0.0293225,0.0356625,0.0293225,0.0293225,0.0261525,0.0293225,0.05190875,0.04239875,0.04556875,0.04239875,0.04873875,0.04239875,0.04556875,0.05507875,0.03922875,0.04239875,0.06141875,0.03288875,0.03605875,0.03605875,0.03922875,0.03922875,0.04556875,0.04556875,0.03922875,0.05190875,0.04873875,0.04873875,0.04873875,0.05507875
0.986111111111111,0.02654875,0.02654875,0.02337875,0.03605875,0.01703875,0.02654875,0.01703875,0.02020875,0.04239875,0.03288875,0.02971875,0.01703875,0.01703875,0.00752874999999997,0.00752874999999997,0.00752874999999997,0.01386875,0.02020875,0.01703875,0.01703875,0.01703875,0.01703875,0.01703875,0.01069875,0.0356625,0.0451725,0.0420025,0.0420025,0.0356625,0.0356625,0.0451725,0.0451725,0.0324925,0.0356625,0.0293225,0.0261525,0.0356625,0.0261525,0.0388325,0.0198125,0.0198125,0.0198125,0.0166425,0.0229825,0.0198125,0.0166425,0.0229825,0.0198125,0.02020875,0.02020875,0.02020875,0.02020875,0.02337875,0.02654875,0.03288875,0.02020875,0.01703875,0.01703875,0.01703875,0.01703875,0.02654875,0.01703875,0.04239875,0.02020875,0.03288875,0.02971875,0.02337875,0.02020875,0.02337875,0.02020875,0.02020875,0.02337875,0.0293225,0.0356625,0.0293225,0.0324925,0.0356625,0.0293225,0.0356625,0.0451725,0.0261525,0.0261525,0.0261525,0.0229825,0.0261525,0.0198125,0.0261525,0.0293225,0.01386875,0.01386875,0.01703875,0.01386875,0.01069875,0.01703875,0.01069875,0.01386875,0.0166425,0.0198125,0.0166425,0.0229825,0.0198125,0.0198125,0.0166425,0.0166425,0.0166425,0.0198125,0.0134725,0.0198125,0.0229825,0.0166425,0.0293225,0.0229825,0.0356625,0.0356625,0.0324925,0.0356625,0.0356625,0.0356625,0.0356625,0.0388325,0.0293225,0.0324925,0.0293225,0.0293225,0.0293225,0.0324925,0.0293225,0.0293225,0.0356625,0.0356625,0.0356625,0.0324925,0.0324925,0.0356625,0.0356625,0.0388325,0.0293225,0.0293225,0.0293225,0.0388325,0.0324925,0.0293225,0.0293225,0.0293225,0.05507875,0.04239875,0.04873875,0.04239875,0.04873875,0.04239875,0.04556875,0.06141875,0.03922875,0.04873875,0.06458875,0.03288875,0.03922875,0.03922875,0.04239875,0.04239875,0.04873875,0.04556875,0.04239875,0.05507875,0.04873875,0.05190875,0.05507875,0.06141875
1.15277777777778,0.02654875,0.02971875,0.02654875,0.03922875,0.02020875,0.02654875,0.02020875,0.02020875,0.04556875,0.04556875,0.03605875,0.02020875,0.01703875,0.01069875,0.00752874999999997,0.00752874999999997,0.01703875,0.02020875,0.01703875,0.01703875,0.01703875,0.01703875,0.01386875,0.00752874999999997,0.0356625,0.0451725,0.0388325,0.0451725,0.0356625,0.0356625,0.0451725,0.0356625,0.0324925,0.0356625,0.0324925,0.0261525,0.0356625,0.0356625,0.0420025,0.0293225,0.0229825,0.0229825,0.0198125,0.0229825,0.0198125,0.0198125,0.0229825,0.0198125,0.02020875,0.02337875,0.01386875,0.01703875,0.02337875,0.02971875,0.03288875,0.01703875,0.02020875,0.01703875,0.01386875,0.01703875,0.02654875,0.01703875,0.04556875,0.02020875,0.03288875,0.02971875,0.02337875,0.01703875,0.02654875,0.02337875,0.02020875,0.02337875,0.0293225,0.0388325,0.0324925,0.0324925,0.0356625,0.0293225,0.0356625,0.0483425,0.0198125,0.0261525,0.0261525,0.0229825,0.0261525,0.0229825,0.0261525,0.0293225,0.01386875,0.01703875,0.01703875,0.01386875,0.01069875,0.02020875,0.01069875,0.01386875,0.0166425,0.0198125,0.0166425,0.0229825,0.0198125,0.0198125,0.0166425,0.0166425,0.0166425,0.0198125,0.0134725,0.0166425,0.0229825,0.0166425,0.0293225,0.0229825,0.0356625,0.0356625,0.0324925,0.0356625,0.0356625,0.0356625,0.0356625,0.0388325,0.0324925,0.0324925,0.0324925,0.0324925,0.0293225,0.0356625,0.0293225,0.0293225,0.0356625,0.0388325,0.0388325,0.0356625,0.0356625,0.0388325,0.0388325,0.0388325,0.0324925,0.0324925,0.0293225,0.0388325,0.0324925,0.0293225,0.0293225,0.0324925,0.06141875,0.04556875,0.05190875,0.04556875,0.05190875,0.04556875,0.04873875,0.06775875,0.04239875,0.05507875,0.07092875,0.03605875,0.04239875,0.04239875,0.04873875,0.04873875,0.05190875,0.04873875,0.04556875,0.05824875,0.05190875,0.05824875,0.05824875,0.07092875
1.31944444444444,0.02971875,0.02971875,0.02654875,0.03922875,0.02020875,0.02971875,0.02020875,0.02337875,0.04239875,0.03605875,0.03922875,0.01703875,0.01703875,0.01069875,0.00752874999999997,0.01069875,0.01703875,0.02020875,0.01703875,0.01703875,0.01703875,0.02020875,0.01703875,0.01069875,0.03843625,0.04794625,0.04477625,0.04477625,0.03843625,0.03843625,0.04794625,0.04477625,0.03526625,0.03843625,0.03526625,0.02892625,0.03843625,0.03526625,0.04160625,0.02575625,0.02258625,0.01941625,0.01941625,0.02258625,0.01941625,0.01941625,0.02258625,0.01941625,0.02020875,0.02020875,0.01703875,0.02020875,0.02337875,0.02337875,0.03288875,0.02020875,0.02337875,0.01703875,0.01703875,0.02020875,0.02654875,0.02337875,0.04556875,0.02337875,0.03288875,0.03288875,0.02337875,0.02020875,0.02337875,0.02337875,0.02020875,0.02337875,0.02892625,0.03843625,0.03209625,0.03526625,0.03843625,0.02892625,0.03843625,0.05111625,0.02575625,0.02575625,0.02575625,0.02258625,0.02892625,0.02258625,0.02575625,0.02892625,0.01703875,0.01703875,0.01703875,0.01386875,0.01069875,0.01703875,0.01069875,0.01703875,0.01624625,0.01941625,0.01624625,0.02258625,0.02258625,0.01941625,0.01624625,0.01624625,0.01624625,0.01941625,0.01624625,0.01941625,0.02258625,0.01941625,0.02892625,0.02258625,0.03526625,0.03526625,0.03526625,0.03526625,0.03526625,0.03526625,0.03843625,0.03843625,0.03209625,0.03526625,0.02892625,0.03209625,0.02892625,0.03526625,0.03209625,0.02892625,0.03843625,0.03843625,0.03843625,0.03526625,0.03526625,0.03843625,0.03843625,0.03843625,0.03209625,0.03209625,0.03209625,0.03843625,0.03209625,0.03209625,0.02892625,0.03209625,0.06775875,0.04556875,0.05507875,0.04556875,0.05507875,0.04556875,0.05190875,0.07409875,0.04556875,0.06458875,0.07092875,0.03605875,0.04556875,0.04556875,0.05190875,0.05190875,0.05190875,0.04873875,0.05190875,0.06141875,0.05507875,0.06141875,0.06458875,0.08043875
1.48611111111111,0.02971875,0.02971875,0.02971875,0.04239875,0.02337875,0.03288875,0.02337875,0.02337875,0.04556875,0.04556875,0.03288875,0.02020875,0.01703875,0.00752874999999997,0.00752874999999997,0.00752874999999997,0.01703875,0.02020875,0.02020875,0.02020875,0.02020875,0.02020875,0.01386875,0.01069875,0.03209625,0.04794625,0.04794625,0.04794625,0.03843625,0.03843625,0.04794625,0.04160625,0.03843625,0.03843625,0.03526625,0.02892625,0.04160625,0.03209625,0.04477625,0.03209625,0.02258625,0.01624625,0.01624625,0.02575625,0.01941625,0.01941625,0.02258625,0.02258625,0.02020875,0.02337875,0.01703875,0.02020875,0.02337875,0.03288875,0.03605875,0.02020875,0.02337875,0.02020875,0.01703875,0.02020875,0.02654875,0.02020875,0.04873875,0.02337875,0.03605875,0.03288875,0.02337875,0.02020875,0.02337875,0.02337875,0.02337875,0.02337875,0.03209625,0.03843625,0.03526625,0.03526625,0.03843625,0.03209625,0.03843625,0.05111625,0.02575625,0.02575625,0.02575625,0.02258625,0.02892625,0.02258625,0.02892625,0.02892625,0.01703875,0.01703875,0.01703875,0.01386875,0.01069875,0.02337875,0.01069875,0.01703875,0.01624625,0.01941625,0.01624625,0.02258625,0.01941625,0.01941625,0.01624625,0.01624625,0.01624625,0.01941625,0.01624625,0.01941625,0.02258625,0.01941625,0.03209625,0.02258625,0.03526625,0.03526625,0.03526625,0.03526625,0.03526625,0.03843625,0.03843625,0.04160625,0.03526625,0.03526625,0.03209625,0.03209625,0.03209625,0.03526625,0.03209625,0.03209625,0.03843625,0.03843625,0.03843625,0.03526625,0.03526625,0.04160625,0.04160625,0.04160625,0.03526625,0.03526625,0.03526625,0.04160625,0.03526625,0.03209625,0.03209625,0.03209625,0.07092875,0.04556875,0.05824875,0.04556875,0.05824875,0.04556875,0.05824875,0.08360875,0.04556875,0.07092875,0.07409875,0.03605875,0.04873875,0.04873875,0.05824875,0.05824875,0.05190875,0.04873875,0.05507875,0.06458875,0.05824875,0.06775875,0.07092875,0.09311875
1.65277777777778,0.03288875,0.03288875,0.02971875,0.04239875,0.02654875,0.03605875,0.02337875,0.02654875,0.04873875,0.04556875,0.03922875,0.02337875,0.01386875,0.01069875,0.01069875,0.01069875,0.01703875,0.01703875,0.02020875,0.02020875,0.02020875,0.01703875,0.01703875,0.00752874999999997,0.0420025,0.0483425,0.0483425,0.0483425,0.0420025,0.0388325,0.0483425,0.0293225,0.0388325,0.0420025,0.0356625,0.0388325,0.0420025,0.0420025,0.0451725,0.0293225,0.0229825,0.0166425,0.0166425,0.0229825,0.0166425,0.0198125,0.0261525,0.0198125,0.02020875,0.02337875,0.02020875,0.02337875,0.02654875,0.03288875,0.03288875,0.02020875,0.02020875,0.01386875,0.02020875,0.02337875,0.02337875,0.02654875,0.04873875,0.02020875,0.03605875,0.03288875,0.02654875,0.02020875,0.02654875,0.02337875,0.02337875,0.02654875,0.0293225,0.0420025,0.0324925,0.0388325,0.0356625,0.0324925,0.0420025,0.0546825,0.0229825,0.0293225,0.0198125,0.0261525,0.0293225,0.0229825,0.0293225,0.0324925,0.01703875,0.02020875,0.01703875,0.01703875,0.01386875,0.01386875,0.01069875,0.01703875,0.0166425,0.0198125,0.0166425,0.0229825,0.0198125,0.0198125,0.0166425,0.0166425,0.0166425,0.0198125,0.0166425,0.0198125,0.0229825,0.0198125,0.0324925,0.0229825,0.0356625,0.0356625,0.0356625,0.0356625,0.0356625,0.0388325,0.0388325,0.0420025,0.0356625,0.0388325,0.0356625,0.0356625,0.0324925,0.0388325,0.0356625,0.0356625,0.0420025,0.0420025,0.0420025,0.0388325,0.0388325,0.0420025,0.0420025,0.0420025,0.0356625,0.0356625,0.0356625,0.0420025,0.0356625,0.0356625,0.0356625,0.0356625,0.08043875,0.04873875,0.06458875,0.04873875,0.05824875,0.04873875,0.05824875,0.08994875,0.04873875,0.08043875,0.07726875,0.03922875,0.05190875,0.05190875,0.06141875,0.06458875,0.05824875,0.05190875,0.05824875,0.07092875,0.06141875,0.07409875,0.07726875,0.10262875
